survtype,countryname,yearweek,pathogen,pathogentype,pathogensubtype,indicator,age,value
SARI virological,Belgium,2024-W44,Influenza,Influenza,total,detections,total,0
SARI virological,Belgium,2024-W44,Influenza,Influenza,total,positivity,total,0
SARI virological,Belgium,2024-W44,Influenza,Influenza,total,tests,total,54
SARI virological,Belgium,2024-W44,RSV,RSV,RSV,detections,total,1
SARI virological,Belgium,2024-W44,RSV,RSV,RSV,positivity,total,100
SARI virological,Belgium,2024-W44,RSV,RSV,RSV,tests,total,1
SARI virological,Belgium,2024-W44,RSV,RSV-A,NA,detections,total,1
SARI virological,Belgium,2024-W44,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,total,7
SARI virological,Belgium,2024-W44,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,positivity,total,15.2
SARI virological,Belgium,2024-W44,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,total,46
SARI virological,Belgium,2024-W43,Influenza,Influenza,total,detections,total,1
SARI virological,Belgium,2024-W43,Influenza,Influenza,total,positivity,total,1.5
SARI virological,Belgium,2024-W43,Influenza,Influenza,total,tests,total,66
SARI virological,Belgium,2024-W43,Influenza,Influenza B,B/Vic,detections,total,1
SARI virological,Belgium,2024-W43,RSV,RSV,RSV,detections,total,2
SARI virological,Belgium,2024-W43,RSV,RSV,RSV,positivity,total,4.9
SARI virological,Belgium,2024-W43,RSV,RSV,RSV,tests,total,41
SARI virological,Belgium,2024-W43,RSV,RSV-A,NA,detections,total,2
SARI virological,Belgium,2024-W43,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,total,6
SARI virological,Belgium,2024-W43,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,positivity,total,9.1
SARI virological,Belgium,2024-W43,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,total,66
SARI virological,Belgium,2024-W42,Influenza,Influenza,total,detections,total,3
SARI virological,Belgium,2024-W42,Influenza,Influenza,total,positivity,total,3.2
SARI virological,Belgium,2024-W42,Influenza,Influenza,total,tests,total,94
SARI virological,Belgium,2024-W42,Influenza,Influenza A,A(H1)pdm09,detections,total,3
SARI virological,Belgium,2024-W42,RSV,RSV,RSV,detections,total,9
SARI virological,Belgium,2024-W42,RSV,RSV,RSV,positivity,total,9.6
SARI virological,Belgium,2024-W42,RSV,RSV,RSV,tests,total,94
SARI virological,Belgium,2024-W42,RSV,RSV-A,NA,detections,total,5
SARI virological,Belgium,2024-W42,RSV,RSV-B,NA,detections,total,4
SARI virological,Belgium,2024-W42,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,total,14
SARI virological,Belgium,2024-W42,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,positivity,total,14.9
SARI virological,Belgium,2024-W42,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,total,94
SARI virological,Belgium,2024-W41,Influenza,Influenza,total,detections,total,1
SARI virological,Belgium,2024-W41,Influenza,Influenza,total,positivity,total,1.1
SARI virological,Belgium,2024-W41,Influenza,Influenza,total,tests,total,94
SARI virological,Belgium,2024-W41,Influenza,Influenza A,A(H1)pdm09,detections,total,1
SARI virological,Belgium,2024-W41,RSV,RSV,RSV,detections,total,1
SARI virological,Belgium,2024-W41,RSV,RSV,RSV,positivity,total,1.1
SARI virological,Belgium,2024-W41,RSV,RSV,RSV,tests,total,92
SARI virological,Belgium,2024-W41,RSV,RSV-B,NA,detections,total,1
SARI virological,Belgium,2024-W41,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,total,13
SARI virological,Belgium,2024-W41,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,positivity,total,14.1
SARI virological,Belgium,2024-W41,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,total,92
SARI virological,Belgium,2024-W40,Influenza,Influenza,total,detections,total,2
SARI virological,Belgium,2024-W40,Influenza,Influenza,total,positivity,total,2.3
SARI virological,Belgium,2024-W40,Influenza,Influenza,total,tests,total,86
SARI virological,Belgium,2024-W40,Influenza,Influenza A,A(H1)pdm09,detections,total,1
SARI virological,Belgium,2024-W40,Influenza,Influenza A,A(H3),detections,total,1
SARI virological,Belgium,2024-W40,RSV,RSV,RSV,detections,total,1
SARI virological,Belgium,2024-W40,RSV,RSV,RSV,positivity,total,1.2
SARI virological,Belgium,2024-W40,RSV,RSV,RSV,tests,total,86
SARI virological,Belgium,2024-W40,RSV,RSV-A,NA,detections,total,1
SARI virological,Belgium,2024-W40,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,total,20
SARI virological,Belgium,2024-W40,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,positivity,total,23.5
SARI virological,Belgium,2024-W40,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,total,85
SARI virological,Belgium,2024-W39,Influenza,Influenza,total,detections,total,0
