survtype,countryname,yearweek,pathogen,pathogentype,pathogensubtype,indicator,age,value
SARI virological,Belgium,2025-W19,Influenza,Influenza,total,detections,total,0
SARI virological,Belgium,2025-W19,Influenza,Influenza,total,positivity,total,0
SARI virological,Belgium,2025-W19,Influenza,Influenza,total,tests,total,43
SARI virological,Belgium,2025-W19,RSV,RSV,RSV,detections,total,0
SARI virological,Belgium,2025-W19,RSV,RSV,RSV,tests,total,0
SARI virological,Belgium,2025-W19,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,total,0
SARI virological,Belgium,2025-W19,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,positivity,total,0
SARI virological,Belgium,2025-W19,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,total,43
SARI virological,Belgium,2025-W18,Influenza,Influenza,total,detections,total,2
SARI virological,Belgium,2025-W18,Influenza,Influenza,total,positivity,total,1.8
SARI virological,Belgium,2025-W18,Influenza,Influenza,total,tests,total,110
SARI virological,Belgium,2025-W18,Influenza,Influenza A,A(H1)pdm09,detections,total,2
SARI virological,Belgium,2025-W18,RSV,RSV,RSV,detections,total,0
SARI virological,Belgium,2025-W18,RSV,RSV,RSV,positivity,total,0
SARI virological,Belgium,2025-W18,RSV,RSV,RSV,tests,total,3
SARI virological,Belgium,2025-W18,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,total,4
SARI virological,Belgium,2025-W18,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,positivity,total,3.6
SARI virological,Belgium,2025-W18,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,total,110
SARI virological,Belgium,2025-W17,Influenza,Influenza,total,detections,total,0
SARI virological,Belgium,2025-W17,Influenza,Influenza,total,positivity,total,0
SARI virological,Belgium,2025-W17,Influenza,Influenza,total,tests,total,89
SARI virological,Belgium,2025-W17,RSV,RSV,RSV,detections,total,3
SARI virological,Belgium,2025-W17,RSV,RSV,RSV,positivity,total,3.4
SARI virological,Belgium,2025-W17,RSV,RSV,RSV,tests,total,89
SARI virological,Belgium,2025-W17,RSV,RSV-B,NA,detections,total,3
SARI virological,Belgium,2025-W17,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,total,2
SARI virological,Belgium,2025-W17,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,positivity,total,2.2
SARI virological,Belgium,2025-W17,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,total,89
SARI virological,Belgium,2025-W16,Influenza,Influenza,total,detections,total,5
SARI virological,Belgium,2025-W16,Influenza,Influenza,total,positivity,total,4.9
SARI virological,Belgium,2025-W16,Influenza,Influenza,total,tests,total,103
SARI virological,Belgium,2025-W16,Influenza,Influenza A,A(H1)pdm09,detections,total,3
SARI virological,Belgium,2025-W16,Influenza,Influenza B,B/Vic,detections,total,2
SARI virological,Belgium,2025-W16,RSV,RSV,RSV,detections,total,3
SARI virological,Belgium,2025-W16,RSV,RSV,RSV,positivity,total,2.9
SARI virological,Belgium,2025-W16,RSV,RSV,RSV,tests,total,103
SARI virological,Belgium,2025-W16,RSV,RSV-B,NA,detections,total,3
SARI virological,Belgium,2025-W16,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,total,2
SARI virological,Belgium,2025-W16,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,positivity,total,1.9
SARI virological,Belgium,2025-W16,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,total,103
