survtype,countryname,yearweek,pathogen,pathogentype,pathogensubtype,indicator,age,value
SARI virological,Belgium,2025-W06,Influenza,Influenza,total,detections,total,49
SARI virological,Belgium,2025-W06,Influenza,Influenza,total,positivity,total,44.5
SARI virological,Belgium,2025-W06,Influenza,Influenza,total,tests,total,110
SARI virological,Belgium,2025-W06,Influenza,Influenza A,A (unknown),detections,total,4
SARI virological,Belgium,2025-W06,Influenza,Influenza A,A(H1)pdm09,detections,total,14
SARI virological,Belgium,2025-W06,Influenza,Influenza A,A(H3),detections,total,24
SARI virological,Belgium,2025-W06,Influenza,Influenza B,B/Vic,detections,total,7
SARI virological,Belgium,2025-W06,RSV,RSV,RSV,detections,total,12
SARI virological,Belgium,2025-W06,RSV,RSV,RSV,positivity,total,13.6
SARI virological,Belgium,2025-W06,RSV,RSV,RSV,tests,total,88
SARI virological,Belgium,2025-W06,RSV,RSV-A,NA,detections,total,4
SARI virological,Belgium,2025-W06,RSV,RSV-B,NA,detections,total,8
SARI virological,Belgium,2025-W06,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,total,0
SARI virological,Belgium,2025-W06,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,positivity,total,0
SARI virological,Belgium,2025-W06,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,total,110
SARI virological,Belgium,2025-W05,Influenza,Influenza,total,detections,total,114
SARI virological,Belgium,2025-W05,Influenza,Influenza,total,positivity,total,52.3
SARI virological,Belgium,2025-W05,Influenza,Influenza,total,tests,total,218
SARI virological,Belgium,2025-W05,Influenza,Influenza A,A (unknown),detections,total,4
SARI virological,Belgium,2025-W05,Influenza,Influenza A,A(H1)pdm09,detections,total,58
SARI virological,Belgium,2025-W05,Influenza,Influenza A,A(H3),detections,total,47
SARI virological,Belgium,2025-W05,Influenza,Influenza B,B/Vic,detections,total,5
SARI virological,Belgium,2025-W05,RSV,RSV,RSV,detections,total,23
