survtype,countryname,yearweek,pathogen,pathogentype,pathogensubtype,indicator,age,value
non-sentinel,Austria,2023-W47,Influenza,Influenza,total,detections,total,4
non-sentinel,Austria,2023-W47,Influenza,Influenza,total,tests,total,441
non-sentinel,Austria,2023-W47,Influenza,Influenza A,A (unknown),detections,total,4
non-sentinel,Austria,2023-W47,Influenza,Influenza A,total,detections,total,4
non-sentinel,Austria,2023-W47,RSV,RSV,RSV,tests,total,0
non-sentinel,Austria,2023-W46,Influenza,Influenza,total,detections,total,2
non-sentinel,Austria,2023-W46,Influenza,Influenza,total,tests,total,239
non-sentinel,Austria,2023-W46,Influenza,Influenza A,A (unknown),detections,total,2
non-sentinel,Austria,2023-W46,Influenza,Influenza A,total,detections,total,2
non-sentinel,Austria,2023-W46,RSV,RSV,RSV,tests,total,0
non-sentinel,Austria,2023-W45,Influenza,Influenza,total,tests,total,156
non-sentinel,Austria,2023-W45,RSV,RSV,RSV,tests,total,0
non-sentinel,Austria,2023-W44,Influenza,Influenza,total,tests,total,177
non-sentinel,Austria,2023-W44,RSV,RSV,RSV,tests,total,0
non-sentinel,Austria,2023-W43,Influenza,Influenza,total,detections,total,1
non-sentinel,Austria,2023-W43,Influenza,Influenza,total,tests,total,181
non-sentinel,Austria,2023-W43,Influenza,Influenza A,A (unknown),detections,total,1
non-sentinel,Austria,2023-W43,Influenza,Influenza A,total,detections,total,1
non-sentinel,Austria,2023-W43,RSV,RSV,RSV,tests,total,0
non-sentinel,Austria,2023-W42,Influenza,Influenza,total,tests,total,212
non-sentinel,Austria,2023-W42,RSV,RSV,RSV,tests,total,0
non-sentinel,Austria,2023-W41,Influenza,Influenza,total,tests,total,184
non-sentinel,Austria,2023-W41,RSV,RSV,RSV,tests,total,0
non-sentinel,Austria,2023-W40,Influenza,Influenza,total,tests,total,185
non-sentinel,Austria,2023-W40,RSV,RSV,RSV,tests,total,0
non-sentinel,Austria,2023-W25,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,0-4,15
